StudentID,Q1_Favorite_Subjects,Q2_Enjoyed_Activities,Q3_Strongest_Skills,Q4_Work_Style,Q5_Workplace_Preference,Q6_Exam_Readiness,Q7_Location_Preference,Q8_Career_Values,Q9_LongTerm_Goal,Q10_Academic_Background,Recommended_Course,Recommended_Career,Recommended_College_Type,Recommendation_Score
S00707,"Computer Science, Maths","Coding, Coding","Creativity, Communication",Theoretical,Classroom,Yes,Abroad,Job Security,Engineer,Science-73%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.8
S00708,"Physics, Maths","Coding, Research","Analysis, Leadership",Theoretical,Government Office,Yes,Flexible,Job Security,Scientist,Science-63%,B.Tech IT,IT Engineer,Tier-2,0.75
S00709,"Computer Science, Economics","Reading, Solving Puzzles","Financial Analysis, Programming",Theoretical,Government Office,No,India,Job Security,Doctor,Arts-71%,B.Tech CSE,Software Engineer,Tier-2,0.78
S00710,"Physics, Computer Science","Experiments, Solving Puzzles","Design Thinking, Analysis",Both,Classroom,Yes,Flexible,Job Security,Teacher,Science-86%,B.Tech CSE,Software Engineer,Tier-1,0.96
S00711,"Biology, Physics","Drawing, Designing","Financial Analysis, Problem Solving",Practical,NGO,Yes,Abroad,Balanced,Teacher,Science-98%,BAMS,Ayurveda Doctor,Tier-1,0.98
S00712,"Accountancy, Maths","Drawing, Coding","Writing, Presentation",Theoretical,NGO,Maybe,India,Creativity & Freedom,Data Scientist,Science-64%,B.Tech CSE,Software Engineer,Tier-2,0.75
S00713,"Design, Political Science","Solving Puzzles, Drawing","Leadership, Presentation",Theoretical,Corporate Office,Maybe,India,Creativity & Freedom,Doctor,Science-69%,BA Economics,Economist/Analyst,Tier-2,0.79
S00714,"Maths, Accountancy","Designing, Helping Others","Analysis, Leadership",Practical,Government Office,Yes,Flexible,Creativity & Freedom,Manager,Science-57%,BBA,Business Analyst,Tier-2,0.75
S00715,"Accountancy, Computer Science","Research, Experiments","Creativity, Writing",Theoretical,Startup,No,Flexible,Job Security,Manager,Commerce-58%,B.Com,Accountant,Tier-2,0.71
S00716,"Chemistry, Physics","Reading, Experiments","Teamwork, Leadership",Theoretical,Startup,No,India,Balanced,Designer,Commerce-65%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.81
S00717,"Computer Science, Economics","Helping Others, Experiments","Analysis, Analysis",Theoretical,NGO,Maybe,Flexible,Job Security,Scientist,Science-67%,B.Tech Civil,Civil Engineer,Tier-2,0.77
S00718,"Computer Science, Physics","Helping Others, Experiments","Analysis, Creativity",Both,Startup,Yes,India,Creativity & Freedom,Entrepreneur,Science-80%,B.Tech IT,IT Engineer,Tier-2,0.88
S00719,"Computer Science, Physics","Research, Reading","Leadership, Communication",Theoretical,Classroom,Maybe,Abroad,Job Security,Civil Servant,Science-56%,Diploma in IT,IT Support/Technician,Tier-2,0.75
S00720,"Maths, Business Studies","Organizing Events, Reading","Teamwork, Communication",Both,Creative Studio,Maybe,Flexible,Creativity & Freedom,Designer,Science-93%,B.Tech CSE,Software Engineer,Tier-2,0.99
S00721,"Physics, Computer Science","Public Speaking, Debating","Creativity, Programming",Practical,Creative Studio,Yes,Flexible,Balanced,Scientist,Science-56%,Diploma in Design,Junior Designer,Tier-2,0.76
S00722,"Fine Arts, Design","Debating, Solving Puzzles","Design Thinking, Leadership",Theoretical,Creative Studio,Maybe,Flexible,Creativity & Freedom,Doctor,Science-82%,BA Psychology,Counselor/HR,Tier-2,0.89
S00723,"Chemistry, Computer Science","Sports, Research","Creativity, Communication",Practical,Government Office,No,India,Job Security,Manager,Science-71%,B.Tech CSE,Software Engineer,Tier-2,0.79
S00724,"Physics, Chemistry","Coding, Organizing Events","Analysis, Research",Both,Corporate Office,No,India,Creativity & Freedom,Engineer,Science-51%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.74
S00725,"Business Studies, Computer Science","Debating, Reading","Writing, Programming",Both,Government Office,No,Abroad,Balanced,Lawyer,Vocational-56%,BBA (Finance),Investment Analyst,Tier-2,0.71
S00726,"Maths, Computer Science","Sports, Experiments","Programming, Programming",Both,NGO,Yes,Abroad,Balanced,Designer,Commerce-46%,Diploma in Design,Junior Designer,Tier-2,0.72
S00727,"Political Science, Fine Arts","Experiments, Coding","Research, Problem Solving",Theoretical,Outdoors,Maybe,India,Job Security,Scientist,Commerce-62%,BA Psychology,Counselor/HR,Tier-2,0.81
S00728,"Computer Science, Chemistry","Public Speaking, Experiments","Financial Analysis, Analysis",Theoretical,Classroom,Maybe,Abroad,Creativity & Freedom,Teacher,Science-87%,B.Tech IT,IT Engineer,Tier-2,0.94
S00729,"History, Design","Drawing, Experiments","Design Thinking, Design Thinking",Theoretical,Creative Studio,Yes,India,Creativity & Freedom,Manager,Science-93%,BA History,Researcher/Archivist,Tier-2,0.96
S00730,"Computer Science, Chemistry","Organizing Events, Experiments","Writing, Creativity",Theoretical,Corporate Office,No,India,Job Security,Teacher,Arts-47%,Diploma in IT,IT Support/Technician,Tier-2,0.68
S00731,"Maths, Physics","Drawing, Helping Others","Communication, Analysis",Theoretical,Research Lab,Yes,Flexible,Creativity & Freedom,Entrepreneur,Vocational-52%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.72
S00732,"Chemistry, Physics","Research, Experiments","Analysis, Leadership",Both,Classroom,No,Abroad,Job Security,Teacher,Arts-78%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.84
S00733,"Maths, Chemistry","Reading, Helping Others","Communication, Teamwork",Both,Outdoors,No,Abroad,Job Security,Teacher,Commerce-85%,B.Tech Civil,Civil Engineer,Tier-2,0.91
S00734,"Biology, Physics","Helping Others, Public Speaking","Research, Analysis",Both,Government Office,No,Abroad,Creativity & Freedom,Civil Servant,Science-76%,B.Tech Civil,Civil Engineer,Tier-2,0.81
S00735,"Maths, Economics","Helping Others, Organizing Events","Programming, Leadership",Both,Government Office,Yes,Flexible,Balanced,Data Scientist,Arts-43%,BBA (Finance),Investment Analyst,Tier-2,0.62
S00736,"Maths, Computer Science","Drawing, Research","Problem Solving, Writing",Both,Startup,No,Flexible,Job Security,Teacher,Commerce-89%,B.Tech CSE,Software Engineer,Tier-2,0.92
S00737,"Computer Science, Physics","Reading, Public Speaking","Communication, Programming",Both,NGO,Yes,India,Balanced,Manager,Arts-59%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.78
S00738,"Design, Political Science","Drawing, Reading","Problem Solving, Communication",Both,Startup,Maybe,India,Job Security,Artist,Science-51%,BA Psychology,Counselor/HR,Tier-2,0.7
S00739,"Physics, Maths","Coding, Experiments","Communication, Problem Solving",Practical,Creative Studio,Maybe,Flexible,Creativity & Freedom,Manager,Commerce-72%,BFA,Artist/Designer,Tier-2,0.78
S00740,"Chemistry, Computer Science","Reading, Experiments","Research, Writing",Theoretical,Startup,Maybe,Abroad,Creativity & Freedom,Manager,Science-74%,B.Tech CSE,Software Engineer,Tier-2,0.88
S00741,"Maths, Biology","Debating, Organizing Events","Teamwork, Problem Solving",Both,Creative Studio,Yes,Flexible,Balanced,Manager,Commerce-47%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.73
S00742,"Biology, Maths","Coding, Solving Puzzles","Analysis, Programming",Both,Outdoors,No,Flexible,Balanced,Scientist,Commerce-56%,Diploma in Design,Junior Designer,Tier-2,0.72
S00743,"Accountancy, Maths","Helping Others, Public Speaking","Programming, Analysis",Both,Creative Studio,No,India,Balanced,Civil Servant,Science-80%,B.Tech CSE,Software Engineer,Tier-2,0.89
S00744,"Computer Science, Maths","Helping Others, Research","Analysis, Design Thinking",Both,Government Office,Maybe,Flexible,Creativity & Freedom,Engineer,Science-96%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.99
S00745,"Biology, Maths","Experiments, Coding","Programming, Presentation",Practical,Startup,Yes,Flexible,Creativity & Freedom,Scientist,Arts-43%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.62
S00746,"History, Design","Drawing, Designing","Design Thinking, Financial Analysis",Practical,Research Lab,No,India,Balanced,Civil Servant,Science-90%,BA Psychology,Counselor/HR,Tier-2,0.95
S00747,"Biology, Computer Science","Organizing Events, Debating","Leadership, Presentation",Practical,Classroom,Maybe,India,Job Security,Data Scientist,Science-92%,B.Tech CSE,Software Engineer,Tier-2,0.92
S00748,"History, Fine Arts","Drawing, Reading","Design Thinking, Programming",Practical,Government Office,Yes,Flexible,Balanced,Manager,Commerce-57%,BA History,Researcher/Archivist,Tier-2,0.75
S00749,"Maths, Computer Science","Helping Others, Coding","Creativity, Research",Theoretical,Classroom,Yes,Flexible,Job Security,Entrepreneur,Arts-59%,Diploma in IT,IT Support/Technician,Tier-2,0.72
S00750,"Computer Science, Maths","Coding, Debating","Problem Solving, Writing",Theoretical,Classroom,Maybe,Abroad,Job Security,Entrepreneur,Vocational-44%,Diploma in Design,Junior Designer,Tier-2,0.7
S00751,"Psychology, Fine Arts","Reading, Organizing Events","Problem Solving, Programming",Both,Startup,Maybe,Abroad,Creativity & Freedom,Manager,Science-71%,BFA,Artist/Designer,Tier-2,0.8
S00752,"Physics, Chemistry","Reading, Public Speaking","Presentation, Analysis",Both,Corporate Office,Yes,Abroad,Job Security,Data Scientist,Arts-84%,B.Tech CSE,Software Engineer,Tier-2,0.89
S00753,"Biology, Physics","Research, Solving Puzzles","Writing, Problem Solving",Practical,Corporate Office,No,Flexible,Job Security,Manager,Science-80%,B.Tech CSE,Software Engineer,Tier-2,0.86
S00754,"Political Science, History","Reading, Coding","Problem Solving, Programming",Practical,Classroom,Maybe,Flexible,Balanced,Doctor,Commerce-48%,BFA,Artist/Designer,Tier-2,0.71
S00755,"Maths, Computer Science","Helping Others, Drawing","Research, Creativity",Both,Government Office,No,India,Creativity & Freedom,Scientist,Arts-55%,Diploma in Design,Junior Designer,Tier-2,0.69
S00756,"Biology, Physics","Coding, Solving Puzzles","Presentation, Leadership",Practical,Startup,Yes,India,Creativity & Freedom,Entrepreneur,Science-70%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.83
S00757,"Fine Arts, Political Science","Organizing Events, Reading","Research, Financial Analysis",Practical,Startup,Yes,Abroad,Balanced,Artist,Science-97%,BA Political Science,Public Policy Analyst,Tier-2,0.99
S00758,"Design, Fine Arts","Designing, Drawing","Programming, Writing",Both,Outdoors,Maybe,Abroad,Creativity & Freedom,Designer,Commerce-48%,BA Political Science,Public Policy Analyst,Tier-2,0.73
S00759,"Computer Science, Maths","Public Speaking, Drawing","Leadership, Communication",Both,Outdoors,No,Flexible,Balanced,Artist,Science-96%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.93
S00760,"Biology, Computer Science","Debating, Coding","Research, Problem Solving",Practical,Creative Studio,No,Flexible,Creativity & Freedom,Teacher,Arts-45%,Diploma in IT,IT Support/Technician,Tier-2,0.65
S00761,"Maths, Economics","Coding, Reading","Research, Problem Solving",Practical,Outdoors,No,India,Balanced,Scientist,Commerce-87%,B.Tech CSE,Software Engineer,Tier-2,0.9
S00762,"Accountancy, Economics","Reading, Organizing Events","Analysis, Writing",Both,Outdoors,Yes,Abroad,Balanced,Data Scientist,Science-77%,B.Com,Accountant,Tier-1,0.89
S00763,"Accountancy, Maths","Solving Puzzles, Organizing Events","Writing, Communication",Theoretical,NGO,Maybe,India,Job Security,Doctor,Science-93%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.92
S00764,"Computer Science, Maths","Sports, Organizing Events","Teamwork, Problem Solving",Both,Creative Studio,No,Abroad,Balanced,Teacher,Arts-91%,B.Tech CSE,Software Engineer,Tier-2,0.97
S00765,"Maths, Computer Science","Public Speaking, Solving Puzzles","Communication, Research",Theoretical,Corporate Office,No,India,Creativity & Freedom,Doctor,Vocational-70%,B.Tech IT,IT Engineer,Tier-2,0.79
S00766,"Physics, Maths","Sports, Drawing","Research, Communication",Theoretical,Creative Studio,No,Abroad,Job Security,Artist,Commerce-54%,Diploma in IT,IT Support/Technician,Tier-2,0.7
S00767,"Business Studies, Maths","Reading, Sports","Problem Solving, Programming",Both,Outdoors,Yes,Flexible,Creativity & Freedom,Teacher,Science-72%,B.Tech CSE,Software Engineer,Tier-2,0.79
S00768,"Physics, Computer Science","Experiments, Drawing","Programming, Creativity",Practical,Outdoors,No,Flexible,Creativity & Freedom,Manager,Science-91%,B.Tech CSE,Software Engineer,Tier-2,0.92
S00769,"Computer Science, Maths","Sports, Reading","Analysis, Financial Analysis",Theoretical,NGO,No,Flexible,Job Security,Entrepreneur,Science-68%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.85
S00770,"Computer Science, Chemistry","Sports, Public Speaking","Presentation, Programming",Both,Government Office,Yes,Abroad,Balanced,Doctor,Commerce-54%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.75
S00771,"Economics, Business Studies","Organizing Events, Public Speaking","Design Thinking, Financial Analysis",Both,Classroom,Maybe,Flexible,Job Security,Designer,Arts-78%,BBA (Finance),Investment Analyst,Tier-1,0.88
S00772,"Accountancy, Computer Science","Reading, Organizing Events","Analysis, Leadership",Theoretical,Outdoors,No,India,Creativity & Freedom,Lawyer,Commerce-52%,BBA,Business Analyst,Tier-2,0.71
S00773,"Design, Fine Arts","Drawing, Designing","Programming, Creativity",Practical,Government Office,Maybe,Abroad,Balanced,Artist,Science-76%,BA History,Researcher/Archivist,Tier-2,0.86
S00774,"Political Science, Psychology","Reading, Sports","Design Thinking, Financial Analysis",Practical,Creative Studio,No,Abroad,Creativity & Freedom,Engineer,Science-76%,BA Psychology,Counselor/HR,Tier-2,0.9
S00775,"Business Studies, Computer Science","Experiments, Coding","Communication, Creativity",Theoretical,Creative Studio,Maybe,Flexible,Creativity & Freedom,Engineer,Science-52%,BBA (Finance),Investment Analyst,Tier-2,0.66
S00776,"Physics, Chemistry","Coding, Experiments","Teamwork, Analysis",Practical,Classroom,Maybe,Flexible,Job Security,Teacher,Science-71%,B.Tech IT,IT Engineer,Tier-2,0.84
S00777,"Physics, Computer Science","Research, Experiments","Analysis, Teamwork",Both,NGO,Maybe,Abroad,Creativity & Freedom,Civil Servant,Commerce-91%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.95
S00778,"Psychology, History","Solving Puzzles, Coding","Design Thinking, Analysis",Theoretical,NGO,No,Abroad,Creativity & Freedom,Entrepreneur,Commerce-82%,BA Political Science,Public Policy Analyst,Tier-2,0.94
S00779,"Maths, Biology","Sports, Coding","Design Thinking, Programming",Both,Classroom,No,Abroad,Creativity & Freedom,Lawyer,Arts-49%,Diploma in IT,IT Support/Technician,Tier-2,0.73
S00780,"Business Studies, Maths","Organizing Events, Public Speaking","Design Thinking, Analysis",Theoretical,Startup,No,Abroad,Job Security,Engineer,Science-81%,B.Tech Civil,Civil Engineer,Tier-2,0.86
S00781,"Maths, Physics","Experiments, Sports","Writing, Communication",Practical,Outdoors,Maybe,Flexible,Job Security,Doctor,Commerce-47%,Diploma in Design,Junior Designer,Tier-2,0.63
S00782,"History, Fine Arts","Debating, Helping Others","Design Thinking, Teamwork",Both,NGO,Maybe,India,Creativity & Freedom,Teacher,Arts-85%,BA Economics,Economist/Analyst,Tier-2,0.9
S00783,"Maths, Physics","Helping Others, Research","Presentation, Financial Analysis",Practical,Government Office,Yes,Flexible,Job Security,Engineer,Science-82%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.87
S00784,"Computer Science, Economics","Sports, Drawing","Teamwork, Creativity",Both,Government Office,Yes,Flexible,Balanced,Manager,Science-90%,B.Tech CSE,Software Engineer,Tier-1,0.91
S00785,"Business Studies, Computer Science","Public Speaking, Research","Communication, Research",Practical,NGO,No,India,Job Security,Manager,Arts-73%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.79
S00786,"Computer Science, Chemistry","Designing, Coding","Problem Solving, Programming",Both,Classroom,Maybe,Flexible,Job Security,Manager,Science-83%,B.Tech CSE,Software Engineer,Tier-2,0.91
S00787,"Maths, Chemistry","Organizing Events, Sports","Research, Analysis",Both,Classroom,Maybe,Abroad,Balanced,Civil Servant,Science-64%,B.Tech CSE,Software Engineer,Tier-2,0.83
S00788,"Fine Arts, Design","Experiments, Designing","Leadership, Financial Analysis",Theoretical,Startup,Yes,Abroad,Creativity & Freedom,Manager,Science-94%,BFA,Artist/Designer,Tier-2,0.98
S00789,"Design, Psychology","Organizing Events, Reading","Financial Analysis, Leadership",Practical,Creative Studio,No,Flexible,Job Security,Scientist,Science-70%,BA Political Science,Public Policy Analyst,Tier-2,0.84
S00790,"Biology, Computer Science","Coding, Helping Others","Analysis, Problem Solving",Theoretical,NGO,Maybe,India,Creativity & Freedom,Manager,Arts-59%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.74
S00791,"Business Studies, Computer Science","Debating, Sports","Communication, Design Thinking",Both,Corporate Office,Maybe,India,Creativity & Freedom,Engineer,Arts-61%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.79
S00792,"Economics, Business Studies","Designing, Public Speaking","Leadership, Communication",Both,Classroom,Maybe,India,Creativity & Freedom,Entrepreneur,Arts-61%,BBA (Finance),Investment Analyst,Tier-2,0.74
S00793,"Economics, Computer Science","Coding, Organizing Events","Creativity, Programming",Theoretical,NGO,Yes,India,Creativity & Freedom,Teacher,Science-90%,B.Tech CSE,Software Engineer,Tier-1,0.91
S00794,"Physics, Biology","Coding, Solving Puzzles","Problem Solving, Presentation",Theoretical,Startup,Yes,India,Balanced,Scientist,Science-97%,BDS,Dentist,Tier-1,0.94
S00795,"Maths, Business Studies","Organizing Events, Sports","Teamwork, Programming",Both,Corporate Office,No,Abroad,Creativity & Freedom,Artist,Science-91%,B.Tech CSE,Software Engineer,Tier-2,0.93
